Popularidad,Duracion_en_ms,Explicitud,Bailabilidad,Energia,Tonalidad,Volumen,Modo,Palabrería,Acustica,Instrumentalidad,En_Vivo,Valencia,Tempo,Firma_de_tiempo,Genero_del_track
21,445613,0.0,0.189,0.0671,6,-22.912,0,0.07512349203425729,0.983,0.727,0.224,0.146,82.018,1,71
48,234826,0.0,0.468,0.8514984610234432,7,-4.013,0,0.0732,5.29e-05,0.00195,0.0931,0.545,146.066,4,68
40,108208,0.0,0.864,0.277,0,-11.172,1,0.125,0.556,0.0115,0.0896,0.905,120.011,4,13
0,242573,0.0,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,85
21,222653,0.0,0.507,0.914,4,-4.169,0,0.0547,0.238,0.0,0.273,0.687,158.029,4,57
50,214626,0.0,0.585,0.813,8,-5.206,0,0.07512349203425729,0.167,2.34e-06,0.1,0.422,175.932,4,99
46,231897,0.0,0.731,0.317,6,-13.775,1,0.0358,0.812,0.149,0.106,0.33,114.078,4,52
65,155466,0.0,0.806,0.6862672532684201,9,-7.225,0,0.07512349203425729,0.236,0.014,0.637,0.719,100.006,4,20
38,31900,0.0,0.503,0.7375308365716488,1,-7.678,1,0.28,0.0187,0.0,0.369,0.894,137.354,4,79
0,193733,0.0,0.839,0.907,9,-4.259,1,0.0453,0.101,0.0,0.332,0.737,121.048,4,64
3,242573,0.0,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,85
1,206986,0.0,0.822,0.744,9,-6.096,1,0.094,0.173,7.03e-05,0.0692,0.747,94.04,4,63
55,115600,0.0,0.387,0.914,9,-3.9773438801182692,1,0.0862,2.7e-06,0.0,0.258,0.556,154.455,4,41
0,170506,0.0,0.674,0.666,10,-9.749,1,0.0381,0.392,0.0,0.231,0.734,115.868,4,24
12,142626,0.0,0.568,0.389,4,-10.035,1,0.0286,0.72,0.0,0.0748,0.882,143.679,3,49
0,131733,0.0,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783,4,60
13,175613,0.0,0.552,0.193,5,-14.913,1,0.0352,0.876,0.00323,0.137,0.384,108.319,4,49
0,343701,0.0,0.818,0.621,0,-12.274,1,0.0528,0.297,2.5e-05,0.111,0.642,117.343,4,94
16,57342,0.0,0.445,0.126,9,-15.655525915058373,1,0.0358,0.984,0.906,0.155,0.534,104.928,3,15
6,41893,0.0,0.212,0.221,0,-20.543,1,0.0454,0.98,0.96,0.149,0.425,148.759,5,15
0,211920,0.0,0.787,0.858,10,-4.152,0,0.0373,0.405,2.95e-06,0.133,0.814,105.0,4,48
62,224906,0.0,0.627,0.842,9,-4.215,1,0.0375,0.000832,0.898,0.115,0.309,134.98,4,54
76,178946,1.0,0.863,0.666,1,-4.158,0,0.152,0.212,0.000493,0.103,0.838,163.908,4,84
0,211920,0.0,0.787,0.858,10,-4.152,0,0.0373,0.405,2.95e-06,0.133,0.814,105.0,4,84
0,118840,0.0,0.602,0.553,11,-9.336,1,0.07512349203425729,0.108,0.0,0.0512,0.971,130.594,4,86
52,319346,0.0,0.591,0.745,8,-7.045,0,0.0424,0.416,0.00352,0.873,0.393,125.859,4,67
0,144080,0.0,0.691,0.776,0,-4.177,1,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4,96
20,87200,0.0,0.368,0.631620451171585,0,-8.14621637774559,0,0.0386,0.964,0.856,0.112,0.067,80.787,4,25
0,162897,0.0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,88
0,317280,0.0,0.886,0.708,4,-5.915,0,0.0911,0.107,0.0114,0.044,0.965,109.976,4,64
0,264266,0.0,0.596,0.964,2,-5.754,1,0.0804,9.52e-05,0.834,0.203,0.399,128.021,4,67
55,161595,0.0,0.307,0.0742,9,-27.159,0,0.0359,0.72,0.315,0.11,0.0394,118.682,4,80
0,185680,0.0,0.414,0.131,4,-12.817,1,0.07512349203425729,0.934,7.88e-05,0.11,0.112,143.778,4,58
18,299105,0.0,0.715,0.816,0,-4.547,0,0.0958,0.43,3.23e-05,0.0832,0.783,135.075,4,57
0,214954,0.0,0.416,0.28,6,-8.824,0,0.07512349203425729,0.825,1.39e-05,0.241,0.436,127.723,4,89
0,181360,0.0,0.582,0.705,3,-7.092378883938187,1,0.0539,0.29,1.38e-06,0.797,0.64,128.89,4,96
15,64680,0.0,0.309,0.00917,0,-35.767,1,0.07512349203425729,0.992,0.941,0.0933,0.679,76.791,4,15
75,292110,0.0,0.45,0.511,6,-9.073,1,0.0276,0.353,0.766,0.139,0.115,96.563,4,53
0,163066,0.0,0.572,0.848,7,-10.054,1,0.125,0.739,4.67e-06,0.245,0.927,157.621,4,83
35,243000,0.0,0.406,0.612,0,-8.286850599760628,1,0.0338,0.104,5.49e-06,0.115,0.166,123.745,4,47
70,161906,0.0,0.525,0.852,7,-9.519,1,0.222,0.731,5.11e-05,0.218,0.884,157.404,4,87
0,194013,0.0,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,64
56,140173,0.0,0.524,0.88,0,-3.865,1,0.0987,0.404,0.000191,0.154,0.758,148.058,4,80
0,171240,0.0,0.42,0.486,5,-7.42,1,0.0285,0.544,0.0,0.138,0.223,100.124,4,96
0,129332,0.0,0.798,0.625,4,-6.83,1,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,64
9,348520,0.0,0.816,0.711,10,-5.703,0,0.07512349203425729,0.0017,0.0251,0.105,0.959,125.007,4,23
1,206120,0.0,0.261,0.947,11,-3.031,1,0.0487,0.000193,0.00326,0.31,0.552,185.942,3,3
20,178533,0.0,0.561,0.188,8,-14.61,1,0.0283,0.873,0.00027,0.274,0.511,105.349,4,49
11,221698,0.0,0.811,0.601,7,-8.218,1,0.0509,0.00051,0.944,0.184,0.33,124.996,4,23
0,197146,0.0,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,86
0,222893,0.0,0.579,0.978,0,-3.077528030130763,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,4,67
0,151387,0.0,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,95
12,186600,0.0,0.302,0.994,1,-4.119,1,0.141,1.35e-05,0.689,0.305,0.156,111.05,3,39
0,293293,0.0,0.221,0.664,0,-5.242,0,0.07512349203425729,0.0039,0.657,0.239,0.101,186.044,4,3
0,192160,0.0,0.32,0.21,6,-15.231,1,0.0345,0.92,8.01e-05,0.138,0.208,73.196,5,60
57,94662,0.0,0.376,0.0555,7,-28.725,1,0.0365,0.764,0.824,0.38,0.106,141.204,3,5
57,127453,0.0,0.607,0.479,2,-10.492,1,0.0273,0.894,0.668,0.182,0.587,111.368,3,88
0,178946,1.0,0.863,0.666,1,-7.593286377670177,0,0.152,0.212,0.000493,0.103,0.838,163.908,4,85
0,188320,0.0,0.647,0.165,10,-16.328,1,0.0315,0.894,0.00187,0.116,0.59,75.978,4,98
67,238426,1.0,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,4,98
40,185306,0.0,0.466,0.787,9,-6.929,1,0.0463,0.0608,0.00539,0.134,0.86,137.041,4,81
74,170344,0.0,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,4,96
32,253097,0.0,0.824,0.72,6,-8.189,0,0.142,0.416,0.101,0.102,0.374,122.1848969801553,4,1
0,227280,0.0,0.874,0.69,10,-6.373,1,0.114,0.121,0.0,0.249,0.735,95.025,4,64
0,211626,0.0,0.775,0.507,2,-9.289,0,0.165,0.0015,3.34e-06,0.0677,0.752,92.229,4,44
0,200461,0.0,0.43,0.543,8,-6.296,1,0.0367,0.463,0.000523,0.0928,0.354,143.912,4,60
0,171773,0.0,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,7
23,377760,0.0,0.433,0.425,2,-8.583,1,0.07512349203425729,0.00346,0.00415,0.713,0.124,145.92,4,88
0,147133,1.0,0.835,0.718,7,-5.62,0,0.0694,0.226,1.99e-06,0.108,0.427,92.028,4,64
46,225400,0.0,0.38,0.552,7,-8.545,1,0.213,0.374,0.0,0.133,0.647,82.935,4,70
21,174306,0.0,0.38,0.967,2,-3.232158166679806,0,0.07512349203425729,2.9e-05,0.372,0.3,0.526,163.85,4,47
0,162897,0.0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,88
4,267733,0.0,0.611,0.583,1,-14.182,1,0.0668,0.057,0.0195,0.0857,0.877,100.82,4,34
24,313726,0.0,0.527,0.87,2,-4.811951692260706,1,0.108,0.355,0.000109,0.383,0.306,119.999,4,38
41,291906,0.0,0.659,0.712,1,-9.233,0,0.0263,0.00673,0.00128,0.17,0.857,139.678,4,70
1,190217,0.0,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,27
0,307014,0.0,0.71,0.625,6,-9.008,0,0.0295,0.029,1.1e-05,0.108,0.784,140.994,4,76
37,336253,0.0,0.377,0.272,7,-13.471310305054555,1,0.0442,0.768,7.57e-06,0.471,0.232,78.867,4,11
44,151093,0.0,0.562,0.858,9,-3.724,1,0.0865,0.0494,0.0,0.161,0.807,158.07,4,13
52,189400,0.0,0.599,0.626,6,-6.622,1,0.0339,0.0108,8.8e-06,0.158,0.708,119.837,4,78
76,161560,0.0,0.534,0.803,10,-9.129,1,0.0743,0.741,6.07e-05,0.307,0.969,167.983,4,83
0,184053,0.0,0.657,0.817,0,-4.415,1,0.0554,0.262,0.00679,0.248,0.651,107.992,4,35
14,194333,0.0,0.73,0.818,8,-5.267,1,0.07512349203425729,0.11,5.69e-06,0.341,0.925,118.008,4,62
36,313726,0.0,0.527,0.87,2,-4.811951692260706,1,0.108,0.355,0.000109,0.383,0.306,119.999,4,98
11,368760,0.0,0.771,0.838,4,-11.907,1,0.0927,0.0338,0.831,0.0924,0.953,138.693,4,23
24,320531,0.0,0.478,0.789,0,-5.862,1,0.07512349203425729,0.000152,0.213,0.0604,0.29,96.127,4,47
66,226160,0.0,0.35,0.498,3,-6.589,1,0.0332,0.023,1.99e-06,0.269,0.34,142.803,4,61
62,251146,0.0,0.475,0.816,6,-5.502,1,0.0644,0.0027,0.366,0.332,0.248,130.065,4,54
52,189973,0.0,0.474,0.966,1,-4.104,0,0.135,0.000291,0.00025,0.178,0.742,150.051,4,41
62,117080,0.0,0.624,0.468,10,-12.162,1,0.132,0.881,6.35e-06,0.144,0.952,74.139,4,88
5,418321,0.0,0.563,0.882,7,-3.553,1,0.0576,0.0038,0.28,0.0583,0.0497,180.949,4,43
52,212571,0.0,0.58,0.636,2,-6.649,1,0.0262,0.191,0.0313,0.0915,0.38,105.037,3,52
50,240358,0.0,0.472,0.915,2,-4.844,1,0.0401,0.000101,0.714,0.133,0.337,122.1848969801553,4,21
19,235840,0.0,0.482,0.7925909895131924,6,-4.677,0,0.0927,0.132,0.0,0.111,0.501,174.943,4,57
0,263666,0.0,0.759,0.843,8,-3.718,1,0.0913,0.127,0.0,0.114,0.56,105.016,4,63
16,144303,0.0,0.58,0.974,7,-5.895,1,0.0658,0.0148,3.23e-05,0.479,0.654,157.954,4,62
42,167800,0.0,0.778,0.897,11,-4.159,1,0.07512349203425729,0.167,0.0,0.895,0.816,111.127,4,16
70,403961,0.0,0.356,0.176,8,-8.291,1,0.0391,0.843,0.0,0.231,0.289,170.425,1,96
46,152320,0.0,0.777,0.215,0,-13.706,1,0.0535,0.89,0.00773,0.109,0.221,111.017,4,95
0,396773,0.0,0.547,0.56,0,-6.32,1,0.0241,0.0393,3.63e-06,0.0632,0.472,83.337,4,95
51,206213,0.0,0.476,0.349,2,-11.635,1,0.0275,0.537,0.0,0.0805,0.316,138.085,4,49
67,149233,0.0,0.711,0.631620451171585,5,-8.14621637774559,1,0.0357,0.688,1.9e-05,0.0828,0.783,139.994,4,75
47,119786,0.0,0.577,0.905,4,-4.128461805616007,0,0.114,0.0404,0.0,0.0685,0.288,80.98,4,67
48,206386,0.0,0.584,0.6148376855495206,8,-9.197,0,0.07512349203425729,0.28,0.849,0.212,0.478,172.172,4,97
2,222346,0.0,0.639,0.791,10,-4.443,0,0.254,0.0275,0.0,0.362,0.933,92.603,4,84
41,167586,0.0,0.358,0.58,5,-9.924,1,0.045,0.768,0.0058,0.127,0.352,98.853,4,53
56,193640,1.0,0.494,0.99,7,-2.28,1,0.176,2.01e-05,0.0,0.127,0.283,136.995,4,68
69,217000,0.0,0.289,0.716,5,-6.53,0,0.106,0.0407,0.00123,0.135,0.344,168.049,4,41
0,173106,0.0,0.25,0.168,1,-16.789,0,0.0329,0.822,0.000135,0.136,0.141,107.269,3,60
87,120026,1.0,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,4,30
0,170506,0.0,0.674,0.666,10,-9.749,1,0.0381,0.392,0.0,0.231,0.734,115.868,4,34
25,280080,0.0,0.825,0.475,0,-10.444894313960548,1,0.031,0.485,0.0,0.0949,0.595,119.906,4,65
54,217066,0.0,0.655,0.626,6,-7.155,0,0.045,0.0134,0.0,0.349,0.498,134.028,4,41
12,425341,0.0,0.104,0.10278415215952996,1,-20.833,1,0.0404,0.844,0.911,0.105,0.0389,89.888,3,55
39,296466,0.0,0.374,0.716,11,-6.065,1,0.0404,0.0179,0.0,0.0877,0.152,155.954,4,103
85,199053,0.0,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,4,76
59,273626,0.0,0.498,0.745,3,-6.537,1,0.0351,0.000167,0.000136,0.0681,0.346,125.014,4,38
38,261839,0.0,0.538,0.802,2,-4.43,0,0.0349,0.0201,0.0,0.199,0.588,116.003,4,59
72,231603,0.0,0.681,0.912,0,-4.159,1,0.0912,0.000757,0.00136,0.359,0.479,125.031,4,67
66,245853,0.0,0.699,0.732,8,-6.307,0,0.0304,0.0771,0.00198,0.131,0.676,120.028,4,27
0,69000,0.0,0.635,0.393,9,-11.699436325183386,1,0.0394,0.652,0.0,0.0845,0.97,107.172,4,60
82,216053,0.0,0.508,0.834,2,-6.205,1,0.0386,0.0183,0.0,0.0732,0.774,139.131,4,95
1,131760,0.0,0.62,0.309,5,-9.209,1,0.0495,0.788,0.0,0.146,0.664,145.363,4,86
59,100400,0.0,0.307,0.473,4,-9.505,1,0.0316,0.000524,0.961,0.201,0.203,74.842,4,44
22,183200,0.0,0.357,0.273,0,-13.564921453177298,1,0.0426,0.945,0.758,0.25,0.196,122.1848969801553,4,71
44,281890,0.0,0.495,0.852,0,-5.487,1,0.0451,0.000121,0.000483,0.136,0.466,127.962,4,98
20,186600,0.0,0.686,0.42930783667359596,2,-9.433,1,0.07512349203425729,0.88,0.000419,0.166,0.623,99.74,4,56
6,426333,0.0,0.742,0.877,1,-12.101,1,0.0652,0.026,0.804,0.0682,0.723,122.016,4,23
64,279800,0.0,0.545,0.948,11,-5.098,1,0.0779,0.00335,0.364,0.226,0.355,141.507,4,45
22,212680,0.0,0.662,0.935,4,-7.977,0,0.0455,0.000576,0.906,0.285,0.102,140.006,4,43
75,294720,0.0,0.454,0.788,6,-6.748,1,0.07512349203425729,0.574,0.000766,0.0859,0.52,126.15,4,98
0,118840,0.0,0.602,0.6619096575010075,11,-9.336,1,0.0328,0.108,0.0,0.0512,0.971,130.594,4,86
32,274422,0.0,0.444,0.8156012438157368,0,-5.175,1,0.0315,0.00517,7.59e-05,0.235,0.506,119.944,4,38
44,90080,0.0,0.434,0.404,0,-13.207,1,0.0458,0.341,0.899,0.0734,0.136,168.919,5,10
0,137026,0.0,0.499,0.339,8,-8.929,1,0.061,0.917,0.0,0.0784,0.656,116.269,4,60
12,60000,0.0,0.843,0.742,5,-6.55,0,0.0764,0.0243,7.64e-06,0.0355,0.811,97.94,4,62
7,209733,0.0,0.666,0.737,7,-4.145,1,0.294,0.145,0.0,0.119,0.677,140.066,4,62
19,314733,0.0,0.552,0.678,8,-3.676,1,0.0294,0.744,0.0,0.234,0.6,119.973,4,57
42,149304,0.0,0.683,0.804,1,-7.745,1,0.07512349203425729,0.00706,0.000434,0.123,0.599,171.981,4,32
56,260200,0.0,0.661,0.572,0,-9.03297777975509,1,0.0246,0.406,0.0,0.111,0.186,131.954,4,66
33,267533,0.0,0.72,0.768,3,-6.216,0,0.035,0.215,0.0,0.276,0.804,122.1848969801553,4,57
46,263404,0.0,0.364,0.978,6,-4.131,0,0.118,0.000602,0.0582,0.327,0.078,102.045,3,68
3,185906,0.0,0.569,0.963,7,-3.069,1,0.0593,0.000787,0.0256,0.22,0.82,76.995,4,41
37,222186,0.0,0.632,0.8300525674073904,7,-4.689,1,0.0274,0.00492,8.35e-06,0.382,0.908,104.278,4,13
64,91760,0.0,0.419,0.152,0,-12.126,1,0.0277,0.326,0.0034,0.113,0.239,80.608,4,80
0,190933,0.0,0.474,0.0538,7,-16.626888892888307,0,0.0488,0.912,0.0,0.0901,0.207,93.964,3,89
57,196618,0.0,0.375,0.899,2,-4.189166936570489,1,0.0478,0.00151,0.0,0.357,0.497,122.1848969801553,4,78
62,306434,0.0,0.486,0.812,0,-6.244,1,0.07512349203425729,0.0106,0.0116,0.201,0.303,112.648,4,34
42,216893,0.0,0.436,0.981,2,-5.52,1,0.104,0.0217,5.03e-06,0.91,0.489,157.986,4,83
0,162897,0.0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,83
11,175373,0.0,0.581,0.301,9,-13.45,1,0.0903,0.958,0.0,0.14,0.824,151.157,4,49
38,34460,0.0,0.689,0.6728027424497398,9,-7.992,1,0.352,0.205,0.0,0.281,0.754,75.819,4,102
20,80693,0.0,0.451,-0.01282925945949065,2,-26.904,1,0.0331,0.629,0.908,0.136,0.259,103.29,4,25
68,235546,0.0,0.35,0.775,11,-5.934373179834344,1,0.054,0.00433,0.283,0.0676,0.588,199.866,4,35
26,376217,0.0,0.532,0.517,9,-7.062,1,0.0262,0.177,0.0,0.389,0.21,133.946,4,40
24,303546,0.0,0.53,0.631620451171585,8,-8.14621637774559,0,0.07512349203425729,0.0938,0.000903,0.961,0.203,139.569,4,43
51,206944,0.0,0.483,0.937,9,-7.832,0,0.0759,0.000212,0.0,0.295,0.673,150.998,4,35
6,160224,0.0,0.541,0.812,7,-14.978,0,0.0535,0.638,0.831,0.0985,0.164,150.012,4,97
55,264680,0.0,0.502,0.463,7,-13.144,1,0.0434,0.726,0.00965,0.238,0.394,92.279,4,87
19,190106,0.0,0.61,0.955,0,-3.406747836798445,0,0.07512349203425729,0.00967,0.000713,0.517,0.279,139.026,4,43
68,284779,0.0,0.395,0.397,11,-7.556,1,0.0368,0.735,0.0,0.11,0.303,70.568,4,77
57,1412451,0.0,0.285,0.322,6,-16.58,0,0.0445,0.367,0.649,0.107,0.138,133.577,4,80
76,256799,0.0,0.406,0.399,7,-10.449,1,0.0278,0.756,0.678,0.112,0.163,142.83,4,53
44,290200,0.0,0.602,0.638,7,-7.761,1,0.0372,0.217,0.015,0.0856,0.52,171.512,4,8
0,219880,0.0,0.359,0.448,2,-7.961,1,0.063,0.869,0.00046,0.317,0.49,76.832,4,89
6,196373,0.0,0.673,0.664,4,-5.382,0,0.177,0.376,0.0,0.111,0.586,174.972,4,85
21,222280,0.0,0.311,0.894,4,-4.192,1,0.0431,9e-06,0.00123,0.334,0.324,154.924,4,78
26,284160,0.0,0.491,0.978,9,-3.1120890793949965,0,0.283,0.0569,0.00546,0.567,0.491,169.91,4,57
54,197400,0.0,0.333,0.232,8,-14.605,1,0.0366,0.785,0.000548,0.252,0.398,144.788,4,49
40,225871,0.0,0.176,0.313,9,-12.887533742277146,1,0.0304,0.756,0.000283,0.0926,0.233,182.885,4,98
62,292733,0.0,0.36,0.983,0,-2.352,1,0.101,8.83e-05,0.0,0.111,0.279,182.058,4,59
10,179546,0.0,0.42,0.226,10,-14.134513624429545,1,0.0308,0.795,1.05e-06,0.108,0.473,94.502,4,49
39,253293,0.0,0.426,0.881,9,-4.500220540666053,0,0.0861,0.0968,0.0,0.535,0.674,125.313,4,38
0,147560,0.0,0.684,0.83,10,-3.908,1,0.0465,0.0132,0.000203,0.258,0.82,167.91,4,13
0,185217,0.0,0.819,0.708,0,-4.706,1,0.0605,0.0157,8.62e-05,0.081,0.363,127.992,4,74
0,147133,1.0,0.835,0.718,7,-5.62,0,0.0694,0.226,1.99e-06,0.108,0.427,92.028,4,63
0,227520,1.0,0.807,0.606,3,-8.871,0,0.0872,0.0946,0.0,0.119,0.304,92.988,4,64
2,192477,1.0,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,64
54,84960,0.0,0.671,0.0721,7,-23.773,1,0.0468,0.514,0.000276,0.131,0.334,128.279,4,80
69,209253,1.0,0.469,0.738,11,-6.638,0,0.0619,0.00013,0.0577,0.078,0.624,180.15,4,35
39,270040,0.0,0.535,0.236,3,-11.673,1,0.0383,0.912,2.78e-05,0.108,0.306,122.1848969801553,3,53
0,270773,0.0,0.634,0.63,1,-8.277,0,0.031,0.447,0.0374,0.169,0.489,118.642,4,10
56,278040,0.0,0.706,0.57,0,-7.045,0,0.086,0.0225,0.0,0.0754,0.728,159.908,4,10
48,271973,0.0,0.383,0.558,11,-10.319,1,0.0514,0.0303,3.98e-05,0.555,0.207,102.508,4,10
1,155898,1.0,0.703,0.896,7,-1.464,1,0.418,0.0607,0.0,0.0662,0.943,132.674,5,84
0,242573,0.0,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,64
0,243057,0.0,0.503,0.7018560304655297,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,86
51,157878,1.0,0.329,0.988,9,-4.539,1,0.228,6.95e-05,0.914,0.236,0.16,197.852,4,68
0,380387,0.0,0.49,0.976,7,-3.578,1,0.0738,0.000293,0.564,0.0679,0.283,184.02,4,43
58,184848,0.0,0.787,0.734,0,-6.465,1,0.0703,0.364,0.000995,0.0625,0.644,98.989,4,52
45,243189,0.0,0.704,0.404,2,-8.877,1,0.0464,0.322,4.69e-05,0.0903,0.378,87.919,4,83
72,245826,0.0,0.753,0.326,7,-12.689540569524507,1,0.0342,0.731,0.00131,0.24,0.237,123.799,3,93
54,216800,0.0,0.555,0.844,3,-6.567,0,0.07512349203425729,0.00818,0.0,0.0895,0.464,105.193,4,67
55,244538,0.0,0.536,0.857,5,-4.254,0,0.0614,0.000849,0.000151,0.152,0.332,153.943,4,59
40,156493,0.0,0.566,0.29,11,-13.26932129754234,0,0.0381,0.852,0.0,0.161,0.709,122.1848969801553,4,49
0,169293,0.0,0.325,0.536,5,-9.665681815836681,1,0.0323,0.614,0.0,0.251,0.218,101.483,4,34
15,161560,0.0,0.656,0.6056492535169282,10,-7.375,1,0.0493,0.492,3.91e-06,0.0843,0.961,157.827,4,49
1,302346,0.0,0.755,0.454,9,-9.609,0,0.0352,0.757,0.0,0.236,0.33,120.06,4,0
32,338866,0.0,0.551,0.703,3,-6.232,1,0.0297,0.0386,0.00333,0.114,0.429,124.126,4,59
44,197847,0.0,0.518,0.846,6,-7.181,1,0.0448,0.0529,0.0,0.934,0.563,152.087,4,2
45,275066,0.0,0.29,0.878,11,-2.972,1,0.137,0.000371,0.0,0.0759,0.518,189.857,4,59
24,357904,0.0,0.228,0.443,5,-9.333,1,0.0377,0.706,0.0,0.16,0.16,72.594,4,40
53,226666,0.0,0.364,0.483,7,-8.22,1,0.0317,0.281,1.53e-06,0.113,0.7,102.967,4,80
21,288480,0.0,0.679,0.8370998217419876,9,-3.102,1,0.07512349203425729,0.139,0.0,0.336,0.602,127.981,4,57
14,210773,0.0,0.791,0.87,2,-3.654,1,0.0335,0.762,1.18e-06,0.14,0.693,136.793,4,62
0,303297,0.0,0.105,0.154,1,-14.355,1,0.0334,0.946,0.895,0.0683,0.0756,71.0,4,15
29,216666,0.0,0.515,0.938,10,-3.6399178332997355,1,0.07512349203425729,4.18e-05,0.00103,0.804,0.502,141.982,4,101
36,280426,0.0,0.628,0.801,6,-4.424,1,0.0312,0.0319,1.13e-06,0.0895,0.274,99.989,4,82
30,233800,0.0,0.477,0.7710028818408023,5,-6.734,1,0.07512349203425729,6.14e-05,0.0271,0.333,0.559,79.945,4,72
0,225131,0.0,0.248,0.0657,0,-18.973,1,0.0318,0.968,0.877,0.111,0.0793,91.47,4,75
61,225546,0.0,0.645,0.688,11,-4.749,1,0.0341,0.0107,0.0,0.186,0.433,139.957,4,3
2,192477,1.0,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,85
24,51223,0.0,0.234,-0.15777312820056189,5,-28.132,1,0.0449,0.994,0.903,0.14,0.769,157.187,4,15
34,289880,0.0,0.582,0.898,4,-5.121,0,0.0434,0.0345,0.0,0.773,0.426,122.1848969801553,4,40
43,213600,0.0,0.568,0.781,9,-5.895068531381966,1,0.07512349203425729,0.0784,0.023,0.293,0.84,147.818,4,81
1,222893,0.0,0.579,0.978,0,-5.327,0,0.0548,8.55e-05,0.000141,0.0955,0.558,125.073,4,54
0,267493,0.0,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,30
0,115573,0.0,0.45,0.552,2,-6.9,1,0.0391,0.745,0.0,0.707,0.741,157.24,4,83
60,235779,0.0,0.856,0.617,10,-5.308,0,0.084,0.171,0.0,0.0857,0.759,136.081,4,61
25,39666,0.0,0.513,0.139,3,-15.478823728308395,1,0.0324,0.994,0.96,0.108,0.254,71.201,4,15
0,260808,0.0,0.573,0.913,5,-6.52,0,0.0409,0.00861,0.0273,0.114,0.795,88.418,4,2
36,220466,0.0,0.587,0.967,4,-4.148,1,0.0996,0.00194,0.0,0.429,0.861,122.1848969801553,4,74
43,504533,0.0,0.646,0.935,9,-6.663,1,0.0409,0.000128,0.202,0.0714,0.566,138.053,4,9
0,243057,0.0,0.503,0.582,0,-4.324,1,0.0253,0.472,0.0,0.103,0.326,77.321,4,95
2,293293,0.0,0.221,0.664,0,-5.242,0,0.0379,0.0039,0.657,0.239,0.101,186.044,4,3
59,157779,0.0,0.769,0.395,2,-7.71,1,0.0287,0.285,0.0,0.0776,0.558,81.485,4,14
36,144333,0.0,0.432,0.97,8,-3.1930312817139246,1,0.142,0.00505,0.00535,0.486,0.521,72.113,4,44
53,167800,0.0,0.359,0.272,10,-8.393,1,0.0294,0.812,0.0,0.095,0.254,109.249,3,88
0,194013,0.0,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,64
9,136544,0.0,0.541,0.504,9,-10.219636599495455,0,0.0529,0.785,0.323,0.107,0.435,101.444,3,97
43,187186,0.0,0.247,0.398,8,-11.309,1,0.0457,0.893,0.944,0.282,0.05,123.469,3,25
0,200440,0.0,0.639,0.896,9,-4.782,1,0.028,0.053,0.0,0.242,0.966,143.989,4,95
26,369062,0.0,0.14,0.45,10,-10.805,0,0.0474,0.197,0.926,0.0737,0.0359,88.778,4,10
0,170344,0.0,0.813,0.415,0,-5.926,1,0.0349,0.777,0.0,0.131,0.667,91.921,4,14
37,352786,0.0,0.536,0.679,4,-5.863,0,0.028,0.01,0.0,0.964,0.149,144.015,4,37
24,231986,0.0,0.45,0.591,2,-5.551,0,0.0248,0.0248,0.00275,0.0891,0.283,98.51,4,44
23,159346,0.0,0.588,0.7810875113625734,6,-4.412,0,0.122,0.197,0.0,0.0599,0.349,90.409,4,56
25,231088,0.0,0.704,0.678,2,-5.829,1,0.0581,0.0161,0.000131,0.101,0.166,99.993,4,20
0,172813,0.0,0.577,0.749,5,-3.826,0,0.0278,0.00752,1.27e-05,0.131,0.847,134.193,4,52
