Popularidad,Duracion_en_ms,Explicitud,Bailabilidad,Energia,Tonalidad,Volumen,Modo,Palabrería,Acustica,Instrumentalidad,En_Vivo,Valencia,Tempo,Firma_de_tiempo,Genero_del_track
42,260565,0.0,0.481,0.65,4,-8.926,0,0.0391,0.412,0.000236,0.941,0.54,90.086,4,83
0,175986,0.0,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,60
32,220733,0.0,0.429,0.306121207132275,0,-14.744,1,0.045,0.766,0.000177,0.704,0.278,136.118,3,11
1,216735,1.0,0.611,0.801,11,-5.894,0,0.0733,0.00119,0.513,0.23,0.408,96.875,3,54
5,386988,0.0,0.169,0.104,10,-15.735520592682597,1,0.07512349203425729,0.607,0.956,0.107,0.0701,124.92,3,55
40,230773,0.0,0.354,0.736,0,-4.222,1,0.0475,0.0202,0.000433,0.103,0.208,114.22,4,36
32,349960,0.0,0.594,0.849,0,-4.741,1,0.07512349203425729,0.05,0.0,0.364,0.56,122.017,4,59
44,222026,1.0,0.676,0.953,2,-3.457,1,0.0926,0.0014,8.13e-05,0.163,0.386,111.087,4,54
0,116893,0.0,0.376,0.371,6,-14.929,1,0.122,0.449,2.28e-06,0.106,0.656,195.668,3,96
0,160293,0.0,0.497,0.374,10,-6.941,1,0.028,0.751,5.82e-05,0.118,0.235,66.785,4,60
59,250266,0.0,0.258,0.659,5,-7.716650114622594,0,0.0596,0.253,0.0,0.111,0.272,189.558,4,52
57,243053,1.0,0.524,0.97,2,-3.324,1,0.0454,0.00011,0.0,0.113,0.66,122.1848969801553,4,41
11,94545,0.0,0.934,0.445,9,-10.650755174369317,0,0.25,0.13,1.77e-06,0.107,0.471,132.029,4,62
0,219720,0.0,0.619,0.696,7,-6.263,0,0.0315,1.93e-05,0.00555,0.38,0.727,125.984,4,44
61,94245,0.0,0.78,0.492,5,-3.4,0,0.0671,0.0643,0.0313,0.174,0.374,143.983,4,30
0,212496,0.0,0.671,0.336,10,-12.533120311872512,0,0.241,0.705,0.00751,0.0577,0.518,75.051,4,76
4,256760,0.0,0.659,0.8200008722670069,1,-4.354,0,0.0388,0.072,0.0,0.166,0.454,122.013,4,86
42,468560,0.0,0.444,7.06e-05,5,-17.00275840305637,0,0.383,0.288,0.000131,0.376,0.288,138.113,4,83
40,187733,0.0,0.661,0.481,0,-10.962,1,0.0294,0.662,0.0791,0.0789,0.154,119.974,4,31
20,96906,0.0,0.0995,0.22,10,-17.168,1,0.07512349203425729,0.952,0.845,0.0919,0.0771,70.005,4,25
44,282253,0.0,0.646,0.51,4,-8.703,1,0.0335,0.514,0.000104,0.747,0.455,117.647,4,59
0,125613,0.0,0.758,0.451,6,-8.001,1,0.0375,0.75,0.0,0.0503,0.737,122.912,4,96
40,162194,0.0,0.815,0.803,6,-5.783806520028117,0,0.0567,0.404,0.0,0.0265,0.972,167.952,4,32
87,161123,0.0,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,4,86
11,352874,0.0,0.97,0.952,1,-5.723,1,0.272,0.0323,0.926,0.0881,0.251,133.004,4,12
37,152351,0.0,0.638,0.903,9,-2.785,1,0.0556,0.364,0.0,0.0476,0.963,167.974,4,32
16,186266,0.0,0.52,0.324,9,-12.838,1,0.0243,0.772,8.4e-05,0.102,0.472,78.189,4,49
14,210280,0.0,0.832,0.6305249776260706,11,-6.856,1,0.086,0.46,0.0,0.104,0.746,148.031,4,62
26,37093,0.0,0.84,0.797,2,-5.566,1,0.0391,0.381,0.000828,0.0467,0.976,145.085,4,62
41,261066,0.0,0.488,0.745,7,-6.57923592220142,1,0.287,0.371,7.68e-05,0.122,0.686,166.723,4,83
49,316388,0.0,0.372,0.501,7,-10.13650516800908,1,0.0278,0.579,3.8e-06,0.233,0.121,141.562,4,103
40,143421,0.0,0.555,0.962,7,-2.555,1,0.0377,0.368,0.0,0.123,0.935,168.073,4,32
40,150777,0.0,0.577,0.926,6,-2.215,0,0.0734,0.528,0.0,0.976,0.709,171.958,4,32
0,267493,0.0,0.532,0.842,2,-6.152,1,0.0403,0.00131,1.2e-06,0.33,0.715,126.042,4,3
41,256665,0.0,0.438,0.7551292856863883,7,-7.271,0,0.0355,2.1e-05,0.00321,0.411,0.531,101.961,4,94
10,172666,0.0,0.462,0.43329684581577244,11,-11.471,1,0.0264,0.664,0.0,0.135,0.512,86.396,3,49
49,318511,0.0,0.535,0.285,4,-14.143,1,0.0307,0.836,0.00572,0.118,0.206,92.033,4,51
24,285127,0.0,0.339,0.628,2,-5.221,0,0.0368,0.588,0.0,0.108,0.151,155.97,3,40
22,179133,0.0,0.664,0.722,7,-4.758,1,0.112,0.268,0.0,0.153,0.839,136.041,4,62
0,175986,0.0,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,7
29,287746,0.0,0.62,0.789,10,-6.484,1,0.07512349203425729,0.379,0.0,0.249,0.753,84.987,4,65
73,240867,0.0,0.473,0.518,1,-8.1,1,0.0405,0.553,1.26e-06,0.111,0.18,96.129,4,28
47,253600,0.0,0.561,0.487,5,-13.121,0,0.0736,0.523,0.0,0.0802,0.524,147.468,4,73
49,280250,0.0,0.402,0.9,5,-6.444,0,0.0919,0.0729,0.00401,0.783,0.223,147.021,4,68
0,151387,0.0,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,86
79,281160,0.0,0.256,0.641,1,-10.283,1,0.0552,0.199,0.0329,0.0853,0.382,203.006,4,3
26,324668,0.0,0.8,0.915,1,-3.965228432443162,1,0.07512349203425729,0.0032,0.917,0.155,0.475,122.1848969801553,3,23
10,433696,0.0,0.619,0.674,6,-10.683,0,0.0571,0.646,0.963,0.0986,0.167,126.985,5,23
25,226533,0.0,0.646,0.881,0,-7.635,1,0.0501,0.113,0.0,0.0948,0.885,136.621,4,88
53,165053,0.0,0.468,0.298,4,-15.661,1,0.0286,0.845,0.044,0.249,0.36,78.127,4,88
55,228293,0.0,0.415,0.266,0,-8.44,1,0.0308,0.957,1.18e-06,0.183,0.282,138.096,4,10
14,212807,0.0,0.252,0.95,1,-6.846,1,0.0718,1.44e-06,0.913,0.366,0.158,169.037,4,39
0,253626,0.0,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,86
20,85866,0.0,0.499,0.108,7,-15.849606842055312,1,0.0554,0.887,0.911,0.1,0.121,127.368,4,25
19,240800,0.0,0.276,0.0768,2,-23.408,1,0.0394,0.96,0.824,0.139,0.07,135.882,4,71
19,283506,0.0,0.311,0.9068896769226327,7,-1.282,1,0.324,0.0854,0.24,0.345,0.288,171.914,4,57
20,280893,0.0,0.351,0.829,1,-14.381,1,0.0375,0.000419,0.924,0.402,0.431,176.005,4,43
27,49523,0.0,0.265,0.124,0,-23.395,1,0.0456,0.809,0.916,0.114,0.371,100.861,4,4
0,240173,0.0,0.308,0.396,4,-8.759,0,0.0736,0.95,2.67e-05,0.288,0.35,178.252,3,89
30,125689,1.0,0.605,0.917,4,-6.72,1,0.0538,0.115,0.0101,0.336,0.818,133.937,4,11
29,271106,0.0,0.236,0.878,0,-6.964,1,0.0597,0.0479,0.0032,0.792,0.378,122.1848969801553,4,38
55,209306,0.0,0.514,0.637,0,-6.418,1,0.0363,0.213,2.24e-06,0.389,0.18,80.401,4,41
78,285935,0.0,0.331,0.341,9,-6.057,0,0.0309,0.528,0.0,0.109,0.152,109.821,4,96
31,223295,0.0,0.344,0.189,9,-14.721663309365828,1,0.0345,0.905,0.0,0.113,0.292,125.738,4,40
56,210562,0.0,0.385,0.285,9,-19.837,1,0.0583,0.966,0.937,0.111,0.267,137.2,3,75
48,225976,0.0,0.727,0.564,9,-9.797,1,0.0567,0.707,0.0,0.104,0.616,97.008,4,93
75,195747,1.0,0.346,0.939,5,-3.061,1,0.182,0.000231,0.0,0.433,0.526,183.147,3,67
58,136826,0.0,0.65,0.777,2,-5.989390619281018,1,0.0294,0.141,0.343,0.215,0.574,109.608,4,10
19,262493,0.0,0.539,0.558,4,-4.299,1,0.0291,0.61,1.38e-06,0.141,0.156,117.989,4,57
7,208503,0.0,0.0723,0.318,2,-20.159,0,0.07512349203425729,0.248,0.716,0.109,0.0787,79.75,4,55
0,144080,0.0,0.691,0.776,0,-4.177,1,0.0341,0.458,1.68e-05,0.33,0.961,146.861,4,96
12,156866,0.0,0.22,0.962,2,-10.499,1,0.105,3.26e-06,0.256,0.287,0.181,122.1848969801553,4,39
23,200093,0.0,0.18,0.336,0,-13.151,1,0.0425,0.606,0.988,0.31,0.0342,102.119,5,25
62,212880,0.0,0.423,0.819,5,-8.122,1,0.0931,0.0381,0.878,0.676,0.144,116.49,4,80
10,270053,0.0,0.234,0.566,11,-19.074,0,0.07512349203425729,0.846,0.767,0.118,0.0396,62.018,4,55
52,221440,0.0,0.299,0.448,1,-7.819,1,0.0452,0.0275,0.0,0.0892,0.172,177.59,4,98
29,72973,0.0,0.589,0.96,6,-3.643,1,0.898,0.818,0.0,0.687,0.448,81.869,4,17
0,244826,0.0,0.637,0.745,8,-8.607,1,0.0748,0.0173,0.000554,0.0372,0.859,100.384,4,96
31,214253,0.0,0.523,0.40153565432255955,9,-11.418,1,0.0791,0.776,0.00288,0.0819,0.317,132.44,4,1
17,179101,0.0,0.131,0.631620451171585,8,-8.14621637774559,1,0.0399,0.192,0.913,0.107,0.0781,97.307,4,10
72,222093,0.0,0.405,0.94,1,-3.103,0,0.0844,0.000102,2.79e-05,0.719,0.24,143.126,4,68
23,246386,0.0,0.658,0.711,2,-6.917985970868351,1,0.0354,0.142,6.31e-05,0.0656,0.541,122.1848969801553,4,88
0,169293,0.0,0.325,0.536,5,-6.04,1,0.0323,0.614,0.0,0.251,0.218,101.483,4,34
78,320030,0.0,0.454,0.4,3,-10.261,1,0.0265,0.139,0.846,0.137,0.327,93.719,4,4
8,155960,0.0,0.865,0.573,5,-5.501,1,0.0678,0.0863,0.0,0.305,0.563,94.999,4,76
0,176151,1.0,0.766,0.674,4,-5.749,0,0.257,0.46,0.0,0.294,0.38,95.88,4,56
1,171066,0.0,0.442,0.9,0,-5.032,1,0.0529,0.0109,0.0,0.395,0.609,148.62,4,81
16,237230,0.0,0.664,0.702,5,-6.959000725485531,0,0.0353,0.0014,0.49,0.0916,0.0862,130.055,4,43
65,131866,0.0,0.483,0.677,0,-5.91,1,0.0593,0.283,0.0,0.321,0.842,170.72,4,10
25,271214,0.0,0.435,0.523,2,-13.241,0,0.0353,0.636,0.174,0.087,0.375,87.839,4,6
9,143500,0.0,0.832,0.564,8,-6.506,1,0.0589,0.0189,0.81,0.103,0.601,90.026,4,97
21,100605,0.0,0.25,0.324,1,-13.271,1,0.0345,0.0337,0.917,0.115,0.0394,122.1848969801553,4,10
57,594213,0.0,0.493,0.83,0,-5.983,0,0.105,0.000308,0.543,0.102,0.114,137.967,4,40
0,115240,0.0,0.484,0.332,1,-10.312,1,0.037,0.787,0.0,0.373,0.683,134.999,4,60
48,148564,0.0,0.613,0.21,5,-15.309,1,0.0309,0.769,0.000477,0.139,0.268,132.035,4,11
0,181360,0.0,0.582,0.705,3,-8.169,1,0.0539,0.29,1.38e-06,0.797,0.64,128.89,4,96
13,82800,0.0,0.629,0.386,4,-9.401,1,0.0352,0.985,0.000299,0.223,0.694,76.394,4,49
58,233240,0.0,0.47,0.878,4,-4.493979984343577,0,0.0429,0.0172,0.054,0.235,0.322,114.986,4,67
0,154160,0.0,0.719,0.194,7,-13.088,0,0.07512349203425729,0.749,1.07e-06,0.0794,0.758,114.786,4,60
21,105000,0.0,0.0801,0.000179,0,-17.389946827669014,1,0.0779,0.927,0.667,0.106,0.372,85.382,4,42
0,253626,0.0,0.44,0.838,9,-6.196,1,0.0423,0.0956,0.0,0.473,0.619,138.908,4,95
37,265000,0.0,0.702,0.813,8,-4.731,1,0.0379,0.151,0.0,0.0783,0.879,151.013,4,44
66,177946,0.0,0.454,0.778,9,-4.225,1,0.0449,0.00998,0.0,0.0427,0.704,127.158,4,35
45,223733,0.0,0.595,0.761,2,-8.677,0,0.0272,0.226,0.000157,0.586,0.791,84.993,4,2
45,297946,0.0,0.24,0.8613940746801745,0,-3.669,0,0.109,0.000996,0.000106,0.119,0.119,122.1848969801553,4,68
4,171880,1.0,0.709,0.56,4,-4.867,0,0.171,0.034,0.0,0.315,0.541,170.082,4,63
62,231384,0.0,0.492,0.931,9,-3.837,0,0.297,0.00244,0.0,0.353,0.444,166.071,4,61
29,213986,0.0,0.734,0.8505609721573836,10,-3.5,1,0.0588,0.0542,0.0,0.0653,0.68,135.003,4,74
5,192477,1.0,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,64
49,257142,0.0,0.537,0.829,2,-6.831,1,0.0318,0.0268,0.00715,0.124,0.0383,140.047,4,51
0,239293,0.0,0.529,0.903,2,-4.396,0,0.0483,3.31e-05,0.182,0.259,0.746,129.986,4,86
9,256665,0.0,0.776,0.972,7,-3.712,1,0.136,0.0936,0.629,0.0486,0.226,180.016,4,43
11,136773,0.0,0.511,0.192,11,-14.752,1,0.0295,0.958,0.000388,0.229,0.385,122.1848969801553,3,49
28,192785,0.0,0.595,0.357,0,-12.198311306391107,1,0.053,0.64,0.0307,0.668,0.695,123.021,4,11
40,174355,0.0,0.305,0.171,7,-13.693,1,0.07512349203425729,0.959,0.000784,0.115,0.227,92.109,4,98
1,209146,1.0,0.776,0.629,0,-6.09,1,0.0505,0.0268,0.0,0.114,0.104,97.066,4,85
64,285880,0.0,0.321,0.906,11,-3.967,1,0.141,0.000439,0.0,0.0862,0.641,189.776,4,58
61,244426,0.0,0.6,0.954,11,-3.4201573506027927,0,0.0555,0.0086,0.624,0.0775,0.665,140.125,4,54
25,215893,0.0,0.812,0.66,10,-7.405,1,0.0283,0.542,7.98e-06,0.141,0.853,129.831,4,101
1,200053,0.0,0.654,0.7819263993190609,4,-6.288,0,0.0284,0.00769,0.00134,0.165,0.678,114.62,4,78
0,173040,0.0,0.524,0.631620451171585,6,-8.14621637774559,0,0.0299,0.253,0.0,0.0579,0.482,117.108,4,86
0,84986,0.0,0.553,0.337,10,-12.587799371304676,1,0.0303,0.818,0.0,0.113,0.664,102.213,4,60
71,196906,0.0,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,4,67
0,194013,0.0,0.787,0.872,9,-2.117,1,0.143,0.0067,0.000193,0.136,0.696,92.025,4,85
0,192420,0.0,0.473,0.068,0,-20.033,1,0.07512349203425729,0.892,0.00216,0.105,0.262,93.777,3,58
56,174066,0.0,0.658,0.719,2,-5.417,1,0.153,0.467,0.0,0.777,0.805,161.889,4,91
56,219066,0.0,0.485,0.332,8,-13.288,1,0.0257,0.129,0.0668,0.0687,0.39,81.741,4,87
62,85333,0.0,0.475,0.083,0,-28.071,1,0.07512349203425729,0.831,0.817,0.117,0.0362,54.528,4,5
42,214733,0.0,0.458,0.957,8,-3.949,1,0.081,0.00445,0.000115,0.0853,0.394,159.855,4,67
6,140199,0.0,0.64,0.296,3,-9.142,0,0.0314,0.0238,0.896,0.153,0.337,112.018,5,97
1,171773,0.0,0.596,0.315,8,-9.175,1,0.0428,0.961,0.0,0.258,0.64,119.935,4,60
76,209160,0.0,0.733,0.65,5,-3.539,1,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003,4,99
10,478899,0.0,0.592,0.89,1,-8.339,1,0.07512349203425729,0.000148,0.0233,0.111,0.25,122.277,4,12
0,188266,0.0,0.294,0.31827896391809685,1,-13.146,1,0.07512349203425729,0.884,6.3e-06,0.132,0.234,85.256,4,60
56,214346,0.0,0.47,0.7764433911998443,11,-6.093,1,0.07512349203425729,0.0455,0.0,0.091,0.562,84.841,4,41
45,99077,0.0,0.658,0.44836958117942993,7,-13.587,0,0.0302,0.403,0.893,0.139,0.48,130.048,4,5
0,185453,0.0,0.523,0.448,2,-13.53,1,0.0593,0.442,0.0,0.111,0.351,134.511,4,52
0,154160,0.0,0.719,0.194,7,-13.088,0,0.043,0.749,1.07e-06,0.0794,0.758,114.786,4,96
0,190217,0.0,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,50
31,134786,0.0,0.424,0.321,7,-12.619930424103455,1,0.0613,0.501,0.601,0.106,0.213,108.063,4,25
0,244804,0.0,0.467,0.9,11,-4.505,1,0.0451,0.000187,0.000493,0.105,0.554,130.027,4,44
44,227746,0.0,0.612,0.686,9,-8.745,1,0.0328,0.431,0.0,0.859,0.709,146.994,4,73
0,162800,0.0,0.277,0.453,2,-8.486,1,0.0356,0.978,0.0392,0.0963,0.347,89.123,3,89
19,221720,0.0,0.481,0.5153215935716251,7,-7.984,1,0.0258,0.735,0.0,0.0985,0.457,166.854,4,57
44,226495,0.0,0.447,0.7716175739618032,2,-6.572,0,0.0994,0.0141,0.0,0.122,0.124,183.76,4,99
0,248768,0.0,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,48
0,173947,1.0,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,48
50,363120,0.0,0.497,0.649,11,-10.205,0,0.0334,0.0145,3.78e-06,0.0477,0.567,115.357,4,47
13,152400,0.0,0.569,0.28,7,-13.409925394163785,1,0.0249,0.852,1.47e-06,0.202,0.373,76.127,4,49
37,182733,0.0,0.48,0.943,9,-3.134,1,0.0542,0.00682,1.18e-06,0.103,0.919,163.901,4,44
20,256348,0.0,0.556,0.8,1,-5.204,1,0.043,0.000583,0.000775,0.0975,0.585,108.048,4,47
27,266000,0.0,0.493,0.684,11,-7.239705549819012,1,0.0262,0.0468,0.0,0.121,0.357,83.516,4,103
79,309053,0.0,0.593,0.749,5,-5.67,1,0.0475,0.0113,0.106,0.314,0.649,164.959,4,3
0,198965,0.0,0.3,0.579,0,-9.583,0,0.0391,0.54,7.25e-05,0.981,0.707,77.15,4,24
40,264947,0.0,0.536,0.959,11,-4.912,0,0.0538,0.0017,0.00645,0.565,0.519,105.99,4,101
43,242582,0.0,0.673,0.813,9,-5.517281449048074,1,0.0558,0.197,0.0,0.344,0.61,122.1848969801553,4,94
0,68760,0.0,0.684,0.437,9,-11.135526549770155,1,0.0491,0.742,1.63e-05,0.224,0.964,107.607,4,60
40,186880,0.0,0.618,0.898,9,-4.289,1,0.0408,0.284,0.000317,0.148,0.712,137.887,4,82
34,249280,0.0,0.495,0.742,11,-5.815,0,0.0301,0.239,0.0502,0.205,0.824,134.742,4,59
67,255080,0.0,0.436,0.876,10,-4.902,0,0.0647,3.33e-05,0.000104,0.205,0.512,157.044,4,2
79,312360,0.0,0.452,0.524,0,-10.108,1,0.0351,0.315,0.0,0.103,0.246,151.505,4,36
2,183066,0.0,0.623,0.668,6,-7.282,0,0.0531,0.475,0.0,0.0862,0.823,161.948,4,76
25,95946,0.0,0.172,0.0254,9,-20.089,0,0.0342,0.781,0.898,0.161,0.0323,77.522,4,25
0,180316,0.0,0.417,0.2,10,-10.918,0,0.0363,0.933,0.0397,0.112,0.341,110.67,4,89
39,309493,0.0,0.776,0.8,8,-4.704,0,0.0438,0.00631,0.0731,0.35,0.583,143.989,4,1
16,149400,0.0,0.578,0.402,11,-8.214,1,0.07512349203425729,0.661,0.0,0.107,0.62,108.552,4,49
74,235160,0.0,0.581,0.656,4,-4.891,0,0.0294,0.00269,2.78e-06,0.101,0.338,108.033,4,3
3,177280,1.0,0.728,0.68,8,-4.129,0,0.165,0.0865,1.06e-06,0.1,0.704,179.839,4,85
2,197146,0.0,0.262,0.677,7,-5.645,1,0.0528,0.447,0.0,0.205,0.365,207.478,3,86
42,154328,0.0,0.912,0.31,0,-8.986,1,0.0415,0.155,0.0,0.096,0.884,122.1848969801553,4,13
25,186760,0.0,0.382,0.298,0,-14.659,1,0.0456,0.952,0.855,0.119,0.382,113.749,4,71
32,294560,0.0,0.292,0.946,11,-3.654,0,0.07512349203425729,6.08e-05,1.17e-05,0.104,0.433,122.1848969801553,4,47
53,341177,0.0,0.403,0.56,2,-7.46,1,0.0362,0.354,5.71e-06,0.125,0.168,155.701,4,61
0,191973,0.0,0.828,0.763,1,-7.613,1,0.095,0.0741,0.0103,0.0882,0.861,90.004,4,85
2,200666,0.0,0.881,0.696,11,-3.838,0,0.0797,0.136,4.06e-05,0.0927,0.781,97.002,4,63
52,267997,1.0,0.206,0.962,7,-4.714,1,0.136,2.63e-05,3.17e-06,0.0679,0.303,152.327,4,68
66,136026,0.0,0.494,0.756,0,-8.492,1,0.0499,0.733,0.00505,0.76,0.949,86.895,4,88
0,115506,0.0,0.369,0.499,6,-9.301,1,0.0448,0.829,1.75e-06,0.154,0.69,192.76,3,60
16,132600,0.0,0.687,0.46,8,-6.536,0,0.0785,0.985,0.0,0.048,0.799,137.994,4,100
57,209453,0.0,0.455,0.5391985611130088,4,-7.539,1,0.0493,0.699,0.000156,0.094,0.674,163.347,4,10
0,135760,0.0,0.478,0.631620451171585,7,-8.14621637774559,1,0.0332,0.919,0.0,0.0854,0.857,136.47,4,60
21,343476,1.0,0.632,0.828,6,-5.469,0,0.896,0.841,0.0,0.925,0.514,135.96,4,17
48,212745,0.0,0.555,0.701,2,-4.606,1,0.0335,0.709,0.0,0.377,0.576,148.037,4,73
64,436000,0.0,0.545,0.757,0,-5.228,1,0.0396,0.408,0.045,0.16,0.714,152.217,4,10
6,288240,0.0,0.619,0.721,11,-6.835171693396985,0,0.0314,0.237,0.00955,0.0868,0.698,124.883,4,23
61,205423,0.0,0.6,0.468,8,-9.126,1,0.0335,0.865,3.13e-06,0.104,0.203,123.987,4,66
0,175986,0.0,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,60
75,376169,0.0,0.437,0.631620451171585,10,-8.14621637774559,1,0.0466,0.697,0.0,0.119,0.306,115.389,4,10
40,187133,0.0,0.307,0.831,11,-10.896,0,0.0915,0.000371,0.251,0.0581,0.491,204.115,4,83
0,190217,0.0,0.609,0.801,1,-8.483,0,0.0694,0.0246,0.00255,0.37,0.202,122.958,4,27
42,206825,0.0,0.544,0.389,0,-9.989,1,0.07512349203425729,0.778,0.202,0.109,0.457,144.979,3,11
0,175986,0.0,0.593,0.287,1,-12.472,1,0.0469,0.764,0.0,0.153,0.639,77.117,4,7
4,257519,1.0,0.532,0.969,11,-3.967,1,0.0581,2.41e-05,0.0265,0.0912,0.547,103.511,4,86
48,207303,0.0,0.748,0.653,5,-7.679228132660237,0,0.0577,0.0528,0.948,0.354,0.784,81.001,4,97
27,45714,0.0,0.18,0.0968,0,-22.729,1,0.0478,0.863,0.938,0.12,0.388,80.867,1,4
47,136751,0.0,0.534,0.476,7,-8.268,1,0.0325,0.0337,0.0,0.629,0.593,106.891,4,53
54,137840,0.0,0.523,0.6758632976492377,7,-9.827,0,0.0514,0.0123,8.38e-05,0.108,0.789,120.432,4,80
0,209146,1.0,0.776,0.629,0,-6.09,1,0.0505,0.0268,0.0,0.114,0.104,97.066,4,63
44,169626,0.0,0.632,0.921,9,-8.096,0,0.0821,0.385,0.0,0.905,0.678,95.457,4,73
43,242400,0.0,0.502,0.54,1,-8.542,1,0.0412,0.54,0.0,0.111,0.578,149.938,3,66
9,315246,0.0,0.584,0.649,5,-14.83,0,0.0395,0.0112,0.00508,0.0532,0.549,124.903,4,23
0,76946,0.0,0.411,0.443,8,-8.237,1,0.07512349203425729,0.987,0.0638,0.142,0.364,122.1848969801553,4,89
70,214620,0.0,0.499,0.709,10,-7.039787128604351,1,0.134,0.296,0.0,0.331,0.314,164.032,4,61
0,147800,0.0,0.524,0.614,0,-8.05,1,0.0363,0.202,0.0,0.0802,0.751,82.229,4,34
0,162897,0.0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,88
1,242573,0.0,0.756,0.646,7,-5.795,1,0.319,0.152,1.81e-05,0.108,0.429,176.088,4,85
63,230204,0.0,0.663,0.412,5,-8.195,0,0.364,0.00434,0.019,0.215,0.356,98.023,4,77
0,185217,0.0,0.819,0.708,0,-4.706,1,0.07512349203425729,0.0157,8.62e-05,0.081,0.363,127.992,4,74
15,221066,0.0,0.535,0.564,2,-7.224,1,0.0394,0.361,0.0,0.119,0.278,123.892,4,11
0,220226,0.0,0.514,0.975,11,-4.433,0,0.0609,7.65e-05,0.561,0.457,0.309,154.047,4,54
50,258373,0.0,0.226,0.631620451171585,0,-8.14621637774559,1,0.0365,0.326,8.81e-06,0.114,0.0653,95.328,3,59
21,430032,0.0,0.316,0.122,2,-17.92,1,0.0361,0.954,0.662,0.135,0.127,127.14,4,71
44,203253,0.0,0.685,0.131,7,-15.824,1,0.0298,0.651,0.000536,0.141,0.183,109.176,4,8
24,473626,0.0,0.435,0.577,8,-9.793,0,0.0278,0.306,0.0614,0.965,0.205,108.254,4,47
0,96493,0.0,0.526,0.526,2,-11.553,0,0.07512349203425729,0.985,0.000768,0.689,0.554,125.302,3,89
0,169293,0.0,0.325,0.536,5,-6.04,1,0.0323,0.614,0.0,0.251,0.218,101.483,4,34
43,265866,0.0,0.31,0.502,2,-6.438,1,0.07512349203425729,0.631,1.24e-06,0.132,0.0524,119.993,4,16
52,179826,0.0,0.391,0.593,5,-8.999,1,0.0413,0.7,0.000249,0.0829,0.707,123.986,4,80
0,228400,0.0,0.767,0.694,1,-5.059,0,0.0384,0.0629,0.0,0.32,0.78,112.012,4,35
0,177386,0.0,0.53,0.697245890445692,8,-6.029,1,0.0588,0.318,5.45e-05,0.233,0.935,187.93,4,96
8,173697,0.0,0.756,0.976,4,-7.754,0,0.0923,0.000242,0.847,0.19,0.481,128.951,4,23
0,129332,0.0,0.798,0.625,4,-6.83,1,0.13,0.383,3.33e-05,0.125,0.774,92.994,4,64
0,162897,0.0,0.647,0.876,10,-5.662,1,0.185,0.881,3.59e-05,0.26,0.949,151.925,4,7
42,350933,0.0,0.276,0.743,5,-7.063,1,0.0341,0.102,1.79e-05,0.0856,0.418,106.071,1,98
23,138306,0.0,0.341,0.118,7,-15.673720540058028,1,0.0394,0.829,0.669,0.0678,0.115,109.815,4,25
19,192640,0.0,0.621,0.631620451171585,7,-8.14621637774559,1,0.07512349203425729,0.605,0.0,0.152,0.546,122.1848969801553,4,25
0,173947,1.0,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,48
73,382834,0.0,0.468,0.536,11,-10.422,0,0.144,0.024,0.00199,0.269,0.785,126.256,1,80
42,593600,0.0,0.521,0.731,7,-6.115,1,0.36,0.464,0.0,0.758,0.728,83.667,4,83
13,294999,0.0,0.973,0.895,0,-8.268,1,0.411,0.000711,0.268,0.119,0.38,132.011,4,12
48,194876,0.0,0.711,0.503,9,-8.02,1,0.042,0.458,0.0,0.485,0.668,135.912,4,8
56,169765,0.0,0.939,0.44122278060609654,7,-11.022,1,0.0609,0.682,1.17e-05,0.0754,0.985,105.022,4,13
40,487173,0.0,0.327,0.786,7,-6.205,1,0.0595,0.00566,0.0,0.738,0.266,78.036,4,40
0,194706,0.0,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,4,58
0,161693,0.0,0.406,0.377,10,-11.717,1,0.0597,0.764,0.0,0.272,0.717,92.23,4,96
52,208040,0.0,0.707,0.139,7,-12.3,1,0.0507,0.91,0.0,0.105,0.323,85.868,3,10
0,161693,0.0,0.406,0.377,10,-11.717,1,0.0597,0.764,0.0,0.272,0.717,92.23,4,96
0,130199,0.0,0.688,0.394,5,-11.69815050712284,1,0.0386,0.673,0.0,0.175,0.827,122.911,4,88
0,154466,0.0,0.374,0.728,5,-4.76,1,0.036,0.718,0.0,0.114,0.677,125.17,4,80
